INSTITUCION;UNIDAD ADMINISTRATIVA;JEFE DE UNIDAD;NIVEL CUMPLIDO;PRODUCTO/SERVICIO;INDICADOR;META PROYACTADA;META CUMPLIDA;%CUMPLIMIENTO;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;REHABILITACION Y TERAPIA DE LA AUDICION;VASQUEZ CABRERA DAYSE LOURDES;0.0;REALIZAR  AUDIOMETRIA TONAL LIMINAR A NIÑOS DE CINCO AÑOS EN ADELANTE;NRO DE INDICADORES REALIZADOS;300.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;REHABILITACION Y TERAPIA DE LA AUDICION;VASQUEZ CABRERA DAYSE LOURDES;0.0;REALIZAR IMPEDANCIOMETRIAS PARA MEDIR LA RESPUESTADEL OIDO MEDIO ANTE EL ESTIMULO SONORO;NRO DE REPOPRTES REALIZADOS;30.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;REHABILITACION Y TERAPIA DE LA AUDICION;VASQUEZ CABRERA DAYSE LOURDES;0.0;REALIZAR PRUEBAS DE NEURODESARROLLO A  NIÑOS CON FACTOR DE RIESGO;NRO DE CERTIFICACIONES REALIZADAS;60.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;REHABILITACION Y TERAPIA DE LA AUDICION;VASQUEZ CABRERA DAYSE LOURDES;0.0;REALIZAR EXAMENES DE BABY SCREEN A RECIEN NACIDOS CON FACTOR DE RIESGO;NRO DE ACTIVIDADES REALIZADAS;80.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;REHABILITACION Y TERAPIA DE LA AUDICION;VASQUEZ CABRERA DAYSE LOURDES;0.0;REALIZAR PRUEBAS DE EMISIONES OTOACUSTICAS A RECIEN NACIDOS EN EL SERVICIO EN CONSULTA EXTERNA;NRO DE ATENCIONES REALIZADAS;800.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;REHABILITACION Y TERAPIA DE LA AUDICION;VASQUEZ CABRERA DAYSE LOURDES;0.0;REALIZAR PRUEBAS DE EMISIONES OTOACUSTICAS A RECIEN NACIDOS EN EL SERVICIO DE GINECOOBSTETRICIA;NRO DE DIAGNOSTICOS REALIZADOS;1100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;REHABILITACION Y TERAPIA DE LA AUDICION;VASQUEZ CABRERA DAYSE LOURDES;0.0;REALIZAR SESIONES DE REHABILITACION AUDITIVA ORAL Y TERAPIA DE LENGUAJE A NIÑOS CON DISCAPACIDAD AUDITIVA;NRO DE TERAPIAS REALIZADAS;300.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;ALTA MEDICA A LOS PACIENTES QUE SE ENCUENTREN RESTABLECIDOS DE SU SALUD Y ELABORACION DE LA EPICRISIS DE CADA PACIENTE;NRO DE ALTAS MEDICA REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;DESARROLLO DE INFORMACION, ELABORACION Y REQUERIMIENTO DEL CONSENTIMIENTO INFORMADO DE CADA PACIENTE;NRO DE DESARROLOO DE LA INFORMACION REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;INDICADORES DE GESTION DIARIA DEL TRABAJO, PARTES DIARIOS DE TRABAJO.;RO DE INDICADORES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;REPORTES DE LA APLICACIÓN DEL SISTEMA DE REFERENCIA Y CONTRAREFRENCIA E INTERCONSULTAS;NRO DEREPORTES REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;CERTIFICACIONES DE ATENCION Y ADMINISTRATIVAS;NRO DE CERTIFICACIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;INGRESOS Y TRANSFERENCIAS DE LOS PA CIENTES DE ACUERDO A SU ESTADO DE SALUD;NRO DE INGRESOS REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;SOLICITUD DE ESTUDIOS Y EXAMENES COMPLEMENTARIOS QUE REQUIERA CADA CASO;NRO DE SOLICITUDES REALIZDAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;RECETAS DE MEDICAMENTOS Y SOLICITUD DISPENSACIONNRO DE PRESCRIPCIONES REALIZADAS;RECETAS DE MEDICAMENTOS Y SOLICITUD DISPENSACIONNRO DE PRESCRIPCIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;PRESCRIPCIONES DEL TRATAMIENTO MEDICO RESPECTIVO;NRO DE PRESCRIPCIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;INFORMACION A PACIENTES Y FAMILIARES;NRO DE INFORMACION ENTREGADA;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;ATENCION INTEGRAL A LOS PROCESOS CLINICOS SUSTENTADA EN MEDICINA BASADA EN EVIDENCIA, GUIAS DE PRACTICAS CLINICA Y PROTOCOLOS DE ATENCION QUE INCLUYAN A TODOS LOS NIVELES ASISTENCIALES, EN TODAS LAS TIPOLOGIAS DE PACIENTES Y PROCESOS SUSCEPTIBLES DE SER ATENDIDOS EN EL HOSPITAL, DE ACUERDO CON LA CARTERA DE SERVICIOS AUTORIZADA POR EL MSP.;NRO DE ATENCIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;DIAGNOSTICO Y TRATAMIENTO DEL PACIENTE REGISTRADO EN EL EXPEDIENTE UNICO DE SU HISTORIA CLINICA;NRO DE DIAGNOSTICOS REALIZADOS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;EVALUACION Y CLASIFICACION DE PACIENTES;NRO DE EVALUACIONES REALIZADAS;100.0;0.0;0.0;
HOSPITAL PROVINCIAL GENERAL ISIDRO AYORA MSP;QUEMADOS;FERNANDEZ ESPINOSA FERNANDO RAUL;0.0;PLANES DE CONTINGENCIAS AISTENCIALES;NRO DE PLANES REALIZADOS;100.0;0.0;0.0;
